manufacturer,brand,model (year),km driven (in thousands),mileage (in kmpl),seating capacity (units),fuel_type,transmission,ground clearance (in mm),boot space (in litres),fuel tank capacity (in litres),max power (in bhp),price (in lakh Rs.)
Hyundai,Hyundai Venue SX(O) 1.4 CRDI,2019,41,23.7,5,Diesel,Manual,170,350,45,88.51,8.58
Maruti Suzuki,Maruti Suzuki Wagon R 1.0 VXI,2020,9,21.79,5,Petrol,Manual,170,341,32,67,4.92
Maruti Suzuki,Maruti Suzuki Wagon R 1.2 VXI AMT,2019,96,20.5,5,Petrol,Automatic,170,341,32,88.51,4.36
Hyundai,Hyundai New Santro 1.1 Sportz MT,2019,21,20.3,5,Petrol,Manual,170,235,35,68.07,4.73
Hyundai,Hyundai Venue SX Plus 1.0 Turbo DCT,2019,32,18.15,5,Petrol,Automatic,195,350,45,118.35,9.03
Maruti Suzuki,Maruti Suzuki Celerio X VXI,2020,14,21.63,5,Petrol,Manual,165,235,35,67,4.46
Hyundai,Hyundai New Santro 1.1 Magna,2021,21,20.3,5,Petrol,Manual,170,235,35,68.07,4.49
Maruti Suzuki,Maruti Suzuki Ignis Zeta MT Petrol,2020,20,20.89,5,Petrol,Manual,180,260,32,81,5.29
Kia,Kia Sonet HTX 1.0 iMT,2021,13,18.2,5,Petrol,Manual,205,392,45,88.51,9.3
Kia,Kia Sonet HTX 1.0 iMT,2020,27,18.2,5,Petrol,Manual,205,392,45,88.51,9.3
Honda,Honda City VX,2018,47,17.4,5,Petrol,Manual,165,510,40,117.6,7.63
Honda,Honda City VX,2019,42,17.4,5,Petrol,Manual,165,510,40,117.6,7.66
Hyundai,Hyundai Elite i20 Sportz Plus 1.2,2020,32,19.8,5,Petrol,Manual,170,285,40,82,6.11
Honda,Honda BR-V S MT Diesel,2018,56,19.365,7,Diesel,Manual,210,223,42,88.51,7.1
Maruti Suzuki,Maruti Suzuki Wagon R 1.0 VXI (O) AMT,2018,52,19.365,5,Petrol,Automatic,165,350,35,88.51,4.39
Honda,Honda Amaze 1.2 S (O),2017,42,17.8,5,Petrol,Manual,165,400,35,86.7,4.53
Maruti Suzuki,Maruti Suzuki Wagon R 1.0 VXI,2016,19,18.9,5,Petrol,Manual,165,350,35,67.1,3.35
Hyundai,Hyundai Verna Fluidic 1.6 CRDi SX,2012,78,21.9,5,Diesel,Manual,170,465,43,126,4.59
Toyota,Toyota Etios V,2015,70,17.57,5,Petrol,Manual,170,595,45,80,3.99
Hyundai,Hyundai Grand i10 Nios Sportz 1.2 Kappa VTVT,2021,10,20.7,5,Petrol,Manual,165,260,37,81.86,6.19
Hyundai,Hyundai i20 Active S Petrol+cng(outside fitted),2016,48,17.19,5,Petrol+cng,Manual,190,350,45,82,5.6
Maruti Suzuki,Maruti Suzuki Ciaz S Petrol,2020,52,20.65,5,Petrol,Manual,170,510,43,103.25,8.69
Honda,Honda City ZX,2020,10,18.4,5,Petrol,Manual,165,506,40,119.35,12.95
Volkswagen,Volkswagen Polo Trendline 1.0 (P),2019,61,17.74,5,Petrol,Manual,165,280,45,75.1,4.98
Tata,Tata Nexon XZ Plus S,2020,19,17,5,Petrol,Manual,209,350,44,118.3,9.48
Ford,Ford EcoSport Titanium 1.5L Ti-VCT,2019,21,15.9,5,Petrol,Manual,200,352,52,120.69,7.39
Maruti Suzuki,Maruti Suzuki Alto K10 VXI,2019,53,24.07,5,Petrol,Manual,160,177,35,67,3.3
Maruti Suzuki,Maruti Suzuki Vitara Brezza ZXI Plus,2020,95,17.03,5,Petrol,Manual,170,328,48,103.26,7.99
Hyundai,Hyundai New i20 Asta (O) 1.0 Turbo DCT,2021,45,20.2,5,Petrol,Automatic,170,311,37,118,9.25
Maruti Suzuki,Maruti Suzuki Alto 800 VXI,2020,20,22.05,5,Petrol,Manual,160,177,35,47.3,3.35
Maruti Suzuki,Maruti Suzuki S-Presso VXI Opt CNG,2022,17,31.19,5,Petrol+cng,Manual,180,270,27,58,5.32
Mahindra,Mahindra Marazzo M8,2018,77,17.3,7,Diesel,Manual,200,190,45,88.51,9.25
Maruti Suzuki,Maruti Suzuki Baleno Zeta Petrol,2021,28,21.01,5,Petrol,Manual,170,339,37,81.8,6.9
Maruti Suzuki,Maruti Suzuki Baleno Delta AT Petrol,2019,47,21.01,5,Petrol,Automatic,170,339,37,81.8,6.3
Tata,Tata Nexon XZ Plus Diesel S,2021,100,21.5,5,Diesel,Manual,209,350,44,108,9.14
Tata,Tata Tiago Revotron XZA AMT,2019,57,23.84,5,Petrol,Automatic,170,242,35,83.83,4.95
Honda,Honda City VX CVT,2014,76,18,5,Petrol,Automatic,165,510,40,117.3,5.99
Mahindra,Mahindra Marazzo M6,2019,59,17.3,7,Diesel,Manual,170,190,45,88.51,8.65
Maruti Suzuki,Maruti Suzuki Baleno Delta Petrol,2021,15,21.01,5,Petrol,Manual,170,339,37,81.8,6.42
Tata,Tata Tiago Revotron XZ Plus,2021,52,20,5,Petrol,Manual,170,242,35,85,5.79
Maruti Suzuki,Maruti Suzuki Alto 800 VXI,2022,10,22.05,5,Petrol,Manual,160,177,35,47.3,3.9
Tata,Tata Hexa XM,2017,110,17.6,7,Diesel,Manual,200,128,60,153.6,8.29
Kia,Kia Sonet HTX 1.0 iMT,2022,15,18.2,5,Petrol,Manual,205,392,45,88.51,10.5
Mahindra,Mahindra Scorpio S4,2017,67,15.4,7,Diesel,Manual,180,350,60,120,9.42
Skoda,Skoda Rapid New Rider Petrol,2021,28,18.97,5,Petrol,Manual,163,460,55,109,7.22
Hyundai,Hyundai i10 Magna Petrol,2016,34,19.81,5,Petrol,Manual,165,350,35,68,3.09
Honda,Honda City V Diesel,2019,89,25.6,5,Diesel,Manual,165,510,40,97.9,8.72
Hyundai,Hyundai Verna 1.6 CRDI SX (O) AT,2019,41,23.9,5,Diesel,Automatic,165,465,43,126,11.12
Nissan,Nissan Micra Active XV,2018,45,19.69,5,Petrol,Manual,154,251,41,67.04,3.86
Nissan,Nissan Terrano XL Petrol,2014,52,13.24,5,Petrol,Manual,205,475,50,102.5,4.52
Honda,Honda Amaze 1.2 S i-VTEC,2014,107,18,5,Petrol,Manual,165,400,35,86.7,2.99
Mahindra,Mahindra XUV 300 W6 AMT Diesel,2019,95,20,5,Diesel,Automatic,180,259,42,115,8.2
Hyundai,Hyundai Grand i10 Sportz 1.2 Kappa VTVT,2019,46,19.77,5,Petrol,Manual,165,350,43,81,4.91
Ford,Ford EcoSport Titanium 1.5L Ti-VCT,2016,91,15.8,5,Petrol,Manual,200,350,52,110,4.95
Honda,Honda City S,2014,94,17.8,5,Petrol,Manual,170,350,40,88.51,4.48
Mahindra,Mahindra XUV 300 W6 Petrol,2020,37,17,5,Petrol,Manual,180,259,42,88.51,8.29
Hyundai,Hyundai i10 Sportz Petrol,2014,97,20.36,5,Petrol,Manual,165,225,35,68,3.13
Tata,Tata Zest XT Diesel,2016,70,23,5,Diesel,Manual,165,350,44,89,4.36
Tata,Tata Nexon XZ Plus Diesel,2019,102,21.05,5,Diesel,Manual,209,350,44,108.5,6.9
Hyundai,Hyundai Venue SX 1.4 CRDI,2019,27,23.7,5,Diesel,Manual,190,350,45,98.6,8.98
Maruti Suzuki,Maruti Suzuki Swift VDi (O),2017,63,22.9,5,Diesel,Manual,170,232,43,74,5.25
Honda,Honda Amaze 1.2 VX i-VTEC,2018,23,18.6,5,Petrol,Manual,170,420,35,88.76,6.25
Honda,Honda City VX (O) MT,2016,121,19.365,5,Petrol,Manual,165,350,40,88.51,6.39
Tata,Tata Tigor XE,2021,35,19.365,5,Petrol,Manual,170,419,35,88.51,4.8
Maruti Suzuki,Maruti Suzuki Wagon R 1.0 LXI CNG,2021,40,32.5,5,Petrol+cng,Manual,165,341,60,88.51,5.57
Tata,Tata Tiago Revotron XZ Plus,2020,39,20,5,Petrol,Manual,170,242,35,85,5.64
Hyundai,Hyundai Venue SX 1.0 Turbo,2019,33,18.27,5,Petrol,Manual,195,350,45,118.35,8.64
Maruti Suzuki,Maruti Suzuki Ciaz Zeta Petrol AT,2017,38,19.12,5,Petrol,Automatic,170,510,43,91,6.83
Maruti Suzuki,Maruti Suzuki Swift VDi ABS,2017,86,22.9,5,Diesel,Manual,170,232,43,74,4.88
MG,MG Motors Hector 1.5 Sharp DCT,2020,33,15.81,5,Petrol,Automatic,192,587,60,141,14.37
MG,MG Motors Hector 1.5 Sharp petrol turbo DCT,2019,24,13.96,5,Petrol,Automatic,192,587,60,141,14.33
Toyota,Toyota Glanza V CVT,2019,36,19.56,5,Petrol,Automatic,170,339,37,81.8,7.29
Renault,Renault Duster 85 PS RxL,2015,62,20.45,5,Diesel,Manual,205,475,50,83,5.44
Hyundai,Hyundai Creta SX OPT Turbo DCT Petrol,2020,18,11,5,Petrol,Automatic,190,433,50,138,17.07
MG,MG Motors Hector Plus Sharp 2.0 Diesel Turbo MT 6-STR,2020,62,16.65,6,Diesel,Manual,192,155,60,88.51,18.03
Hyundai,Hyundai Xcent SX Petrol,2019,24,20.14,5,Petrol,Manual,165,407,43,81.86,6.25
Renault,Renault Duster 110 PS RxZ AWD,2014,93,19.72,5,Diesel,Manual,170,350,50,88.51,5.33
Hyundai,Hyundai Creta 1.6 SX,2017,77,19.67,5,Diesel,Manual,190,350,60,126,9.44
Mahindra,Mahindra XUV500 W6 1.99,2016,75,16,7,Diesel,Manual,200,350,70,138,8.91
Ford,Ford EcoSport Titanium 1.5L TDCi (Opt),2014,74,22.7,5,Diesel,Manual,200,350,52,89,5.53
Hyundai,Hyundai Creta 1.6 SX,2017,71,19.67,5,Diesel,Manual,190,350,60,126,9.53
Maruti Suzuki,Maruti Suzuki Swift LXI,2010,89,16.1,5,Petrol,Manual,170,232,43,85,2.68
Hyundai,Hyundai Creta 1.6 SX VTVT,2019,41,15.29,5,Petrol,Manual,190,400,55,122,10.64
Hyundai,Hyundai Grand i10 Sportz AT 1.2 Kappa VTVT,2019,39,19.77,5,Petrol,Automatic,165,350,43,81,6.29
Hyundai,Hyundai Grand i10 Sportz 1.1 CRDi,2014,95,18.9,5,Diesel,Manual,165,350,43,70,3.71
Renault,Renault Duster 110 PS RXZ 4X2 AMT,2017,82,19.6,5,Diesel,Automatic,205,475,50,108.45,7.35
Maruti Suzuki,Maruti Suzuki Ertiga VDI ABS,2015,71,20.77,7,Diesel,Manual,185,135,45,88.76,6.15
Mahindra,Mahindra XUV500 W9 AT,2020,47,15.1,7,Diesel,Automatic,200,350,70,88.51,15.8
Maruti Suzuki,Maruti Suzuki Ritz Vdi,2014,62,23.2,5,Diesel,Manual,170,236,43,73,3.73
Honda,Honda Amaze 1.5 VX i-DTEC,2015,81,25.8,5,Diesel,Manual,165,400,35,88.51,4.74
Maruti Suzuki,Maruti Suzuki Swift VDi,2014,63,22.9,5,Diesel,Manual,170,232,43,74,4.72
Hyundai,Hyundai Elite i20 Asta 1.2,2017,29,18.6,5,Petrol,Manual,170,285,45,82,6.45
Honda,Honda WR-V i-DTEC VX,2018,79,23.7,5,Diesel,Manual,188,363,40,97.89,7.54
Maruti Suzuki,Maruti Suzuki Vitara Brezza ZDi Plus,2017,70,24.3,5,Diesel,Manual,198,350,48,89,8.03
Maruti Suzuki,Maruti Suzuki Swift VDi ABS,2014,50,22.9,5,Diesel,Manual,170,232,43,74,5.06
Maruti Suzuki,Maruti Suzuki Swift VDi,2014,95,22.9,5,Diesel,Manual,170,232,43,74,4.58
Honda,Honda WR-V VX i-VTEC,2018,41,16.5,5,Petrol,Manual,188,363,40,88.5,7.11
Honda,Honda City VX,2021,18,18.4,5,Petrol,Manual,165,506,40,119.3,11.63
Hyundai,Hyundai Verna 1.6 VTVT SX (O) AT,2017,85,17,5,Petrol,Automatic,165,480,45,121.3,8.45
Renault,Renault Kiger RXZ Turbo CVT Dual Tone,2021,16,20.53,5,Petrol,Automatic,205,405,40,99,9.43
Honda,Honda City V 4th Gen,2020,30,17.4,5,Petrol,Manual,165,510,40,117.6,8.91
Maruti Suzuki,Maruti Suzuki Celerio ZXI,2020,24,23.1,5,Petrol,Manual,165,235,35,67.04,4.82
Honda,Honda WR-V i-DTEC V,2019,56,25.5,5,Diesel,Manual,188,363,40,99,8.06
Datsun,Datsun Redi-GO T,2021,14,20.71,5,Petrol,Manual,187,222,28,53.64,3.07
Hyundai,Hyundai Venue SX 1.0 Turbo,2021,22,18.27,5,Petrol,Manual,195,350,45,118.35,9.85
Maruti Suzuki,Maruti Suzuki Ertiga VDI ABS,2015,88,20.77,7,Diesel,Manual,185,135,45,88.76,7.11
Datsun,Datsun Redi-GO T (O),2020,6,20.71,5,Petrol,Manual,187,222,28,53,3.15
MG,MG Motors Hector 1.5 Hybrid Sharp,2020,25,15.81,5,Petrol,Manual,183,587,60,88.51,15.89
Maruti Suzuki,Maruti Suzuki Baleno Zeta Petrol,2017,25,21.01,5,Petrol,Manual,170,339,37,81.8,6.25
Hyundai,Hyundai Creta 1.6 SX,2017,74,19.67,5,Diesel,Manual,190,350,60,126,9.06
Renault,Renault Duster 110 PS RxZ 4x2 MT,2013,82,19.01,5,Diesel,Manual,205,475,50,108.45,4.36
Tata,Tata Nano Twist XT Petrol,2015,49,25.4,4,Petrol,Manual,180,80,15,37.5,1.48
Maruti Suzuki,Maruti Suzuki Alto K10 VXI,2013,26,20.92,5,Petrol,Manual,160,177,35,67.1,2.57
Volkswagen,Volkswagen Tiguan Highline TDI,2017,59,16.65,5,Diesel,Automatic,191,615,71,141,18.72
MG,MG Motors Astor Sharp 1.5 MT,2022,4,15.1,5,Petrol,Manual,180,488,48,108,14.44
Maruti Suzuki,Maruti Suzuki Dzire VXI AMT,2017,65,24.12,5,Petrol,Automatic,163,378,37,88.5,5.92
Tata,Tata Nexon XM S Petrol,2021,21,17,5,Petrol,Manual,209,350,44,88.51,8.55
Maruti Suzuki,Maruti Suzuki Alto 800 LXI,2014,49,22.74,5,Petrol,Manual,160,177,35,47.3,2.68
Maruti Suzuki,Maruti Suzuki Baleno Delta Petrol,2020,22,21.01,5,Petrol,Manual,170,339,37,81.8,6.38
Maruti Suzuki,Maruti Suzuki Swift VXI,2012,45,18.6,5,Petrol,Manual,170,232,42,85.8,3.95
Maruti Suzuki,Maruti Suzuki Ignis Zeta MT Petrol,2019,22,20.89,5,Petrol,Manual,180,260,32,81.8,4.88
Maruti Suzuki,Maruti Suzuki Swift VDi,2014,79,22.9,5,Diesel,Manual,170,232,43,74,4.46
Honda,Honda City VX CVT,2017,86,18,5,Petrol,Automatic,165,510,40,88.51,8.24
Maruti Suzuki,Maruti Suzuki Swift Dzire ZXI,2013,70,19.1,5,Petrol,Manual,170,320,42,85.8,5.18
Hyundai,Hyundai Elite i20 Asta 1.4 CRDI,2014,84,22.54,5,Diesel,Manual,170,285,45,89,4.98
Hyundai,Hyundai Verna Fluidic 1.6 CRDi SX Opt AT,2014,78,21.9,5,Diesel,Automatic,170,465,43,126,6.01
Maruti Suzuki,Maruti Suzuki Dzire VXI,2018,18,23.26,5,Petrol,Manual,170,378,37,88.5,6.86
Tata,Tata Harrier XZ Dark Edition,2019,24,17,5,Diesel,Manual,205,425,50,88.51,16.92
Tata,Tata Altroz XZ 1.2,2021,10,19.05,5,Petrol,Manual,165,345,37,84.82,7.82
Hyundai,Hyundai i20 Asta 1.2,2011,55,12.4,5,Petrol,Manual,165,295,45,80,3.58
Ford,Ford EcoSport Trend + 1.5L TDCi,2017,102,22.7,5,Diesel,Manual,100,346,52,99,6.63
Honda,Honda Mobilio S Petrol,2015,71,17.3,7,Petrol,Manual,189,350,42,118,4.84
Ford,Ford Figo Duratorq Diesel ZXI 1.4,2011,82,14.7,5,Diesel,Manual,168,284,45,69,2.08
Mahindra,Mahindra XUV500 W8,2014,87,15.1,7,Diesel,Manual,200,350,70,140,6.28
Mahindra,Mahindra KUV100 NXT K2+ D 6 STR,2018,59,19.365,5,Diesel,Manual,170,350,43,88.51,4.09
Chevrolet,Chevrolet Sail U-VA 1.3 LS ABS,2014,49,22.1,5,Diesel,Manual,168,350,40,77,2.54
Nissan,Nissan Magnite XV Turbo Dual Tone,2021,15,20,5,Petrol,Manual,205,336,40,99,7.72
Maruti Suzuki,Maruti Suzuki Swift VDi,2014,74,22.9,5,Diesel,Manual,170,232,43,74,3.88
Hyundai,Hyundai Creta 1.6 SX AT,2018,87,15.29,5,Diesel,Automatic,190,400,55,121.3,11.27
Honda,Honda City SV Diesel,2018,84,25.6,5,Diesel,Manual,165,510,40,97.9,6.8
Tata,Tata Nexon XZ Plus Petrol,2020,28,17,5,Petrol,Manual,209,350,44,88.51,8.84
Hyundai,Hyundai i10 Magna 1.2 Petrol,2009,82,20.36,5,Petrol,Manual,170,350,35,78.9,1.82
Ford,Ford EcoSport Titanium 1.5L Ti-VCT,2018,27,15.9,5,Petrol,Manual,200,352,52,120.69,6.84
Maruti Suzuki,Maruti Suzuki S-Presso VXI+,2020,12,21.01,5,Petrol,Manual,180,270,27,67,4.08
Renault,Renault Kiger RXT MT,2021,7,19.1,5,Petrol,Manual,205,405,40,71,6.5
Hyundai,Hyundai i10 Era Petrol,2011,49,19.81,5,Petrol,Manual,165,225,35,68.05,2.03
Hyundai,Hyundai Creta 1.6 SX,2019,25,19.365,5,Diesel,Manual,170,400,55,126,11.32
Hyundai,Hyundai Grand i10 Nios Sportz 1.2 Kappa VTVT,2020,19,20.7,5,Petrol,Manual,165,260,37,81.86,5.68
Mahindra,Mahindra KUV100 K2 D 6 STR,2017,49,25.32,6,Diesel,Manual,170,350,35,77,3.75
Tata,Tata Nexon XZ Plus Diesel,2019,61,21.05,5,Diesel,Manual,209,350,44,108.5,8.23
Hyundai,Hyundai i20 Sportz 1.4 CRDI,2014,79,21.93,5,Diesel,Manual,165,295,45,89,4.15
Tata,Tata Nexon XZ Plus Diesel S,2021,23,21.5,5,Diesel,Manual,209,350,44,108,11.57
Maruti Suzuki,Maruti Suzuki Ignis Alpha MT Petrol,2020,20,20.89,5,Petrol,Manual,180,260,32,88.51,5.8
Hyundai,Hyundai Verna Fluidic 1.6 CRDi SX Opt,2011,95,22.32,5,Diesel,Manual,170,465,43,126,3.79
Renault,Renault Kwid RXL,2020,19,20.71,5,Petrol,Manual,184,279,28,53,3.56
Hyundai,Hyundai Verna 1.6 CRDI SX + AT,2018,76,22,5,Diesel,Automatic,165,480,45,88.51,9
Maruti Suzuki,Maruti Suzuki Ciaz ZDi,2014,73,28.09,5,Diesel,Manual,170,510,43,89,5.03
Kia,Kia Seltos HTK G,2021,23,16.8,5,Petrol,Manual,190,433,50,113.4,10.29
Renault,Renault Duster 85 PS RxE,2014,84,19.87,5,Diesel,Manual,205,350,50,83.8,4.36
Tata,Tata Altroz XM 1.5,2021,24,19.365,5,Diesel,Manual,170,350,43,88.51,6.9
Skoda,Skoda Fabia Ambiente 1.2 MPI,2011,88,11.3,5,Petrol,Manual,170,350,45,75,3.1
Hyundai,Hyundai Verna Fluidic 1.6 VTVT SX,2014,37,17.01,5,Petrol,Manual,165,465,43,121,6.22
Tata,Tata Punch Creative MT,2021,19,18.9,5,Petrol,Manual,187,366,37,84,8.12
Tata,Tata Nexon XZA Plus Dual Tone Roof AMT Petrol,2018,32,17,5,Petrol,Automatic,209,350,44,118,8.5
Tata,Tata Nexon XZA Plus Dualtone Roof (O) AMT,2020,43,17,5,Petrol,Automatic,170,350,44,118.3,10.41
MG,MG Motors Hector 1.5 Sharp petrol turbo DCT,2020,34,13.96,5,Petrol,Automatic,192,587,60,141,16.08
Maruti Suzuki,Maruti Suzuki S-Presso VXI Plus AT,2020,17,21.7,5,Petrol,Automatic,180,270,27,88.51,5.25
Nissan,Nissan Sunny XV Diesel,2017,86,22.71,5,Diesel,Manual,170,350,41,88.51,6.12
Honda,Honda Amaze 1.5 VX CVT i-DTEC,2019,42,21,5,Diesel,Automatic,170,420,35,79,9.1
Volkswagen,Volkswagen Vento Highline 1.0L TSI,2020,40,17.69,5,Petrol,Manual,163,494,55,109,9.43
Hyundai,Hyundai Aura SX Plus 1.2 AMT Petrol,2020,27,19.365,5,Petrol,Automatic,170,402,37,88.51,7.91
Tata,Tata Punch Creative AMT,2021,15,18.9,5,Petrol,Automatic,187,366,37,84,8.42
Renault,Renault Triber RXT,2021,19,20,7,Petrol,Manual,182,84,40,71,6.89
Mahindra,Mahindra Marazzo M2,2020,65,17.3,7,Diesel,Manual,200,190,45,121,9.79
Datsun,Datsun Redi-GO D,2018,98,20.71,5,Petrol,Manual,187,222,28,53.64,2.25
Maruti Suzuki,Maruti Suzuki S-Cross Zeta 1.5,2022,22,18.55,5,Petrol,Manual,180,375,48,88.51,10.36
Renault,Renault Kwid 1.0 RXT AMT,2022,13,21.7,5,Petrol,Automatic,184,279,28,67,5.47
Renault,Renault Kwid RXT 1.0 SCE Special (O),2019,47,23.01,5,Petrol,Manual,180,300,28,67,4.01
Hyundai,Hyundai Grand i10 Nios Sportz 1.0 Turbo GDI,2022,15,20.7,5,Petrol,Manual,170,260,37,88.51,7.89
Hyundai,Hyundai Grand i10 Nios Sportz 1.0 Turbo GDI,2022,3,20.7,5,Petrol,Manual,170,260,37,88.51,7.97
Renault,Renault Kiger RXZ Turbo CVT,2021,11,20.53,5,Petrol,Automatic,205,405,40,99,9.46
Volkswagen,Volkswagen Taigun Highline 1.0 TSI AT,2021,36,19.2,5,Petrol,Automatic,188,350,43,114,13.47
Kia,Kia Seltos HTX IVT G,2020,25,16.8,5,Petrol,Automatic,190,433,50,113.4,13.86
Tata,Tata Harrier XZ,2019,49,17,5,Diesel,Manual,205,425,50,138,15.13
Maruti Suzuki,Maruti Suzuki Vitara Brezza ZDI PLUS Dual Tone,2019,41,24.3,5,Diesel,Manual,198,328,48,88.5,9.03
Nissan,Nissan Micra XV Petrol,2016,118,19.69,5,Petrol,Manual,154,251,41,67.04,3.09
Renault,Renault Kwid 1.0 RXT AMT Opt,2020,16,22,5,Petrol,Automatic,184,279,28,67,4.72
Renault,Renault Kwid 1.0 RXT AMT Opt,2021,16,22,5,Petrol,Automatic,184,279,28,67,4.94
Hyundai,Hyundai New i20 Sportz 1.2 MT,2021,5,21,5,Petrol,Manual,170,311,37,82,7.37
Honda,Honda Brio S MT,2016,17,19.4,5,Petrol,Manual,165,175,35,86.8,4.19
Kia,Kia Sonet HTX 1.5,2021,41,24.1,5,Diesel,Manual,205,392,45,88.51,11.45
Nissan,Nissan Terrano XL (D),2015,39,20.5,5,Diesel,Manual,170,350,50,84,6.15
Maruti Suzuki,Maruti Suzuki Dzire LXI,2018,43,23.26,5,Petrol,Manual,170,378,37,88.5,5.36
Maruti Suzuki,Maruti Suzuki Alto K10 LXI,2022,3,19.365,5,Petrol,Manual,170,350,43,88.51,4.49
Hyundai,Hyundai i10 Magna Petrol,2015,73,19.81,5,Petrol,Manual,165,350,35,68,3.59
Maruti Suzuki,Maruti Suzuki Dzire VXI,2018,54,23.26,5,Petrol,Manual,170,378,37,88.5,5.87
Toyota,Toyota Etios V,2017,52,19.365,5,Petrol,Manual,170,350,45,88.51,4.94
Honda,Honda City VX,2014,105,17.8,5,Petrol,Manual,165,350,40,117.3,5.32
Nissan,Nissan Magnite XL,2021,13,18.75,5,Petrol,Manual,205,336,40,88.51,6.11
Hyundai,Hyundai i10 Magna 1.2 Petrol,2013,42,20.36,5,Petrol,Manual,165,350,35,78.9,3.53
Hyundai,Hyundai Elite i20 Sportz 1.2,2015,63,18.6,5,Petrol,Manual,170,285,45,82,4.98
Skoda,Skoda Fabia Elegance 1.2 MPI,2012,78,16.4,5,Petrol,Manual,158,315,45,75,3.9
Hyundai,Hyundai Eon Era + SE,2017,37,21.1,5,Petrol,Manual,170,215,32,55.2,3.19
Maruti Suzuki,Maruti Suzuki Baleno Alpha Diesel,2017,45,27.39,5,Diesel,Manual,170,339,37,74,7.3
Skoda,Skoda Fabia Elegance 1.2 MPI,2011,90,16.4,5,Petrol,Manual,158,315,45,75,3.69
Volkswagen,Volkswagen Ameo Comfortline 1.5L (D),2019,90,22,5,Diesel,Manual,165,330,45,108.62,5.6
Honda,Honda Amaze 1.2 V i-VTEC,2020,34,18.6,5,Petrol,Manual,170,420,35,88.76,6.89
Maruti Suzuki,Maruti Suzuki Swift Dzire VXI,2015,47,19.1,5,Petrol,Manual,170,320,42,85.8,5.03
Toyota,Toyota Innova 2.5 G4 8 STR,2010,72,19.365,5,Diesel,Manual,170,350,43,88.51,5.14
MG,MG Motors Astor Sharp 1.5 MT,2022,32,15.1,5,Petrol,Manual,180,488,48,108,14.29
Maruti Suzuki,Maruti Suzuki Swift Dzire VXI,2012,92,19.1,5,Petrol,Manual,170,320,42,85.8,3.78
Datsun,Datsun Redi-GO A,2020,9,20.71,5,Petrol,Manual,187,222,28,53.64,2.82
Hyundai,Hyundai Creta 1.6 SX,2016,85,19.67,5,Diesel,Manual,190,350,60,126,8.64
Toyota,Toyota Yaris J,2020,25,17.18,5,Petrol,Manual,170,476,42,105.94,7.97
Renault,Renault Kwid 1.0 RXT Opt,2019,24,22,5,Petrol,Manual,180,279,28,67,3.61
Renault,Renault Kwid 1.0 RXT Opt,2021,6,22,5,Petrol,Manual,180,279,28,67,4.48
Tata,Tata Nano Twist XM Petrol,2015,54,23.9,4,Petrol,Manual,180,350,24,33,1.37
Volkswagen,Volkswagen Polo Highline 1.5 (D),2015,85,20.18,5,Diesel,Manual,165,350,45,88,5.49
Honda,Honda Jazz SV,2017,44,18.7,5,Petrol,Manual,165,354,40,88.7,5.28
Hyundai,Hyundai i10 Sportz 1.2 Petrol,2010,39,19.365,5,Petrol,Manual,170,350,35,88.51,2.49
Hyundai,Hyundai Creta 1.6 SX Plus Petrol,2017,76,15.29,5,Petrol,Manual,190,400,60,122,9.09
Tata,Tata Nexon XZ Plus Diesel S,2021,21,21.5,5,Diesel,Manual,209,350,44,108,11.69
Maruti Suzuki,Maruti Suzuki Alto 800 VXI,2020,6,22.05,5,Petrol,Manual,160,177,35,47.3,3.62
Maruti Suzuki,Maruti Suzuki Alto 800 LXI,2020,13,22.05,5,Petrol,Manual,160,177,35,47.33,3.4
Maruti Suzuki,Maruti Suzuki Swift Dzire VXI,2013,33,19.1,5,Petrol,Manual,170,320,42,85.8,4.72
Maruti Suzuki,Maruti Suzuki Swift Dzire ZXI,2015,51,19.1,5,Petrol,Manual,170,320,42,85.8,5.57
Mahindra,Mahindra Marazzo M2,2020,26,17.3,7,Diesel,Manual,200,190,45,121,11.28
Renault,Renault Kwid RXT,2015,30,25.12,5,Petrol,Manual,180,300,28,53.3,3.03
Hyundai,Hyundai Elite i20 Asta 1.4 CRDI,2014,92,22.54,5,Diesel,Manual,170,285,45,89,5.1
Tata,Tata Altroz XM Plus 1.2,2021,10,19.05,5,Petrol,Manual,165,345,37,84.82,6.12
Renault,Renault Duster 85 PS RxL,2015,98,19.87,5,Diesel,Manual,205,475,50,83.8,5.86
Hyundai,Hyundai Verna 1.6 CRDI SX (O),2018,70,24.75,5,Diesel,Manual,165,465,43,126,9.69
Maruti Suzuki,Maruti Suzuki Alto K10 LXI,2012,60,20.92,5,Petrol,Manual,160,350,35,67.1,2.04
Renault,Renault Duster RXS Sandstorm edition 110PS,2017,70,19.365,5,Diesel,Manual,170,350,43,88.51,8.49
Maruti Suzuki,Maruti Suzuki Ciaz Delta Petrol,2020,18,20.65,5,Petrol,Manual,170,510,43,103.25,8.34
Maruti Suzuki,Maruti Suzuki Wagon R 1.0 LXI,2013,40,18.9,5,Petrol,Manual,165,180,35,67.1,3.4
Hyundai,Hyundai Elite i20 Asta 1.4 CRDI Dual Tone,2018,54,22.54,5,Diesel,Manual,170,285,45,89,7.53
